PurchaseOrderID OrderDate               TotalDue              Name
3805            2014-07-22 00:00:00.000 57247.1179            Expert Bike Co
3806            2014-07-22 00:00:00.000 1410.2839             Federal Sport
3807            2014-07-22 00:00:00.000 2214.3371             First National Sport Co.
3808            2014-07-22 00:00:00.000 56200.7696            First Rate Bicycles
3809            2014-07-23 00:00:00.000 502.6203              Gardner Touring Cycles
3810            2014-07-23 00:00:00.000 48485.6873            Greenwood Athletic Company
3811            2014-07-23 00:00:00.000 7880.9981             Hill Bicycle Center
3812            2014-07-23 00:00:00.000 31319.7885            Hill's Bicycle Service
3813            2014-07-23 00:00:00.000 24880.9811            Hybrid Bicycle Center
3814            2014-07-23 00:00:00.000 38281.8686            Inline Accessories
3815            2014-07-23 00:00:00.000 1272.3882             Inner City Bikes
3817            2014-07-23 00:00:00.000 31160.2541            International Bicycles
3818            2014-07-23 00:00:00.000 4103.2241             International Sport Assoc.
3819            2014-07-23 00:00:00.000 70533.3379            Jackson Authority
3820            2014-07-23 00:00:00.000 10591.9223            Trey Research
3821            2014-07-23 00:00:00.000 6311.1799             Lakewood Bicycle
3826            2014-07-24 00:00:00.000 48485.6873            Mitchell Sports
3828            2014-07-24 00:00:00.000 671.6803              Mountain Works
3829            2014-07-24 00:00:00.000 510.278               National Bike Association
3832            2014-07-24 00:00:00.000 23821.6729            Premier Sport, Inc.
3834            2014-07-24 00:00:00.000 45358.8135            Professional Athletic Consultants
3837            2014-07-24 00:00:00.000 44720.676             Signature Cycles
3839            2014-07-24 00:00:00.000 68612.544             Sport Fan Co.
3840            2014-07-24 00:00:00.000 6572.8163             Sport Playground
3841            2014-07-25 00:00:00.000 100685.3348           Superior Bicycles
3842            2014-07-25 00:00:00.000 580.125               SUPERSALES INC.
3843            2014-07-25 00:00:00.000 1902.578              Training Systems
3844            2014-07-25 00:00:00.000 29233.0789            Trikes, Inc.
3845            2014-07-25 00:00:00.000 1043.5289             Varsity Sport Co.
3846            2014-07-25 00:00:00.000 57004.8229            Victory Bikes
3847            2014-07-25 00:00:00.000 69442.1228            Vision Cycles, Inc.
3848            2014-07-25 00:00:00.000 41817.1504            Vista Road Bikes
3849            2014-07-25 00:00:00.000 28212.0589            West Junction Cycles
3854            2014-07-25 00:00:00.000 9776.2665             Allenson Cycles
3856            2014-07-25 00:00:00.000 22539.0165            American Bikes
3857            2014-07-26 00:00:00.000 16164.0229            Anderson's Custom Bikes
3858            2014-07-26 00:00:00.000 64847.5328            Proseware, Inc.
3859            2014-07-26 00:00:00.000 662.3519              Aurora Bike Center
3861            2014-07-26 00:00:00.000 1685.3792             Beaumont Bikes
3863            2014-07-26 00:00:00.000 38281.8686            Bicycle Specialists
3868            2014-07-26 00:00:00.000 15104.7146            Capital Road Cycles
3869            2014-07-26 00:00:00.000 7465.5126             Carlson Specialties
3870            2014-07-26 00:00:00.000 56200.7696            Chicago City Saddles
3871            2014-07-26 00:00:00.000 609.8274              Chicago Rent-All
3872            2014-07-26 00:00:00.000 4211.7075             Circuit Cycles
3873            2014-07-27 00:00:00.000 31019.8639            Comfort Road Bicycles
3874            2014-07-27 00:00:00.000 39111.4474            Compete Enterprises, Inc
3875            2014-07-27 00:00:00.000 8423.415              Compete, Inc.
3876            2014-07-27 00:00:00.000 31268.7375            Competition Bike Training Systems
3879            2014-07-27 00:00:00.000 48485.6873            Crowley Sport
3881            2014-07-27 00:00:00.000 20133.2381            Custom Frames, Inc.
3883            2014-07-27 00:00:00.000 21256.3601            Electronic Bike Repair & Supplies
3885            2014-07-27 00:00:00.000 1410.2839             Federal Sport
3886            2014-07-27 00:00:00.000 2214.3371             First National Sport Co.
3887            2014-07-27 00:00:00.000 56200.7696            First Rate Bicycles
3888            2014-07-27 00:00:00.000 502.6203              Gardner Touring Cycles
3889            2014-07-28 00:00:00.000 48485.6873            Greenwood Athletic Company
3890            2014-07-28 00:00:00.000 7880.9981             Hill Bicycle Center
3891            2014-07-28 00:00:00.000 31319.7885            Hill's Bicycle Service
3892            2014-07-28 00:00:00.000 24880.9811            Hybrid Bicycle Center
3893            2014-07-28 00:00:00.000 38281.8686            Inline Accessories
3896            2014-07-28 00:00:00.000 31160.2541            International Bicycles
3897            2014-07-28 00:00:00.000 4103.2241             International Sport Assoc.
3898            2014-07-28 00:00:00.000 70533.3379            Jackson Authority
3899            2014-07-28 00:00:00.000 7464.1203             Trey Research
3900            2014-07-28 00:00:00.000 6311.1799             Lakewood Bicycle
3901            2014-07-28 00:00:00.000 555.9106              Leaf River Terrain
3905            2014-07-29 00:00:00.000 48485.6873            Mitchell Sports
3907            2014-07-29 00:00:00.000 910.9123              Mountain Works
3908            2014-07-29 00:00:00.000 510.278               National Bike Association
3909            2014-07-29 00:00:00.000 696.5677              Norstan Bike Hut
3911            2014-07-29 00:00:00.000 23821.6729            Premier Sport, Inc.
3913            2014-07-29 00:00:00.000 49915.1153            Professional Athletic Consultants
3915            2014-07-29 00:00:00.000 1357.4925             Reliance Fitness, Inc.
3916            2014-07-29 00:00:00.000 44720.676             Signature Cycles
3917            2014-07-29 00:00:00.000 923.7911              Speed Corporation
3918            2014-07-29 00:00:00.000 68612.544             Sport Fan Co.
3919            2014-07-29 00:00:00.000 6572.8163             Sport Playground
3920            2014-07-29 00:00:00.000 100685.3348           Superior Bicycles
3921            2014-07-30 00:00:00.000 580.125               SUPERSALES INC.
3923            2014-07-30 00:00:00.000 29233.0789            Trikes, Inc.
3924            2014-07-30 00:00:00.000 1043.5289             Varsity Sport Co.
3925            2014-07-30 00:00:00.000 57004.8229            Victory Bikes
3926            2014-07-30 00:00:00.000 69442.1228            Vision Cycles, Inc.
3927            2014-07-30 00:00:00.000 41817.1504            Vista Road Bikes
3928            2014-07-30 00:00:00.000 28212.0589            West Junction Cycles
3933            2014-07-30 00:00:00.000 9776.2665             Allenson Cycles
3935            2014-07-30 00:00:00.000 22539.0165            American Bikes
3936            2014-07-30 00:00:00.000 16164.0229            Anderson's Custom Bikes
3937            2014-07-31 00:00:00.000 64847.5328            Proseware, Inc.
3938            2014-07-31 00:00:00.000 766.1827              Aurora Bike Center
3940            2014-07-31 00:00:00.000 1984.6192             Beaumont Bikes
3941            2014-07-31 00:00:00.000 568.7893              Bergeron Off-Roads
3942            2014-07-31 00:00:00.000 38281.8686            Bicycle Specialists
3943            2014-07-31 00:00:00.000 1748.0327             Bike Satellite Inc.
3947            2014-07-31 00:00:00.000 15104.7146            Capital Road Cycles
3948            2014-07-31 00:00:00.000 18114.5192            Carlson Specialties
3949            2014-07-31 00:00:00.000 87520.5581            Chicago City Saddles
3950            2014-07-31 00:00:00.000 609.8274              Chicago Rent-All
3951            2014-07-31 00:00:00.000 3509.7563             Circuit Cycles
3952            2014-07-31 00:00:00.000 31019.8639            Comfort Road Bicycles
3953            2014-08-01 00:00:00.000 2118.6165             Compete Enterprises, Inc
3954            2014-08-01 00:00:00.000 4658.4038             Compete, Inc.
3955            2014-08-01 00:00:00.000 31268.7375            Competition Bike Training Systems
3957            2014-08-01 00:00:00.000 798.4841              Continental Pro Cycles
3958            2014-08-01 00:00:00.000 48485.6873            Crowley Sport
3959            2014-08-01 00:00:00.000 655.0424              Cruger Bike Company
3960            2014-08-01 00:00:00.000 15277.0118            Custom Frames, Inc.
3962            2014-08-01 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies
3964            2014-08-01 00:00:00.000 1410.2839             Federal Sport
3965            2014-08-01 00:00:00.000 2214.3371             First National Sport Co.
3966            2014-08-01 00:00:00.000 56200.7696            First Rate Bicycles
3967            2014-08-01 00:00:00.000 502.6203              Gardner Touring Cycles
3968            2014-08-01 00:00:00.000 48485.6873            Greenwood Athletic Company
3969            2014-08-02 00:00:00.000 7880.9981             Hill Bicycle Center
3970            2014-08-02 00:00:00.000 31319.7885            Hill's Bicycle Service
3971            2014-08-02 00:00:00.000 24880.9811            Hybrid Bicycle Center
3972            2014-08-02 00:00:00.000 38281.8686            Inline Accessories
3975            2014-08-02 00:00:00.000 31160.2541            International Bicycles
3976            2014-08-02 00:00:00.000 4103.2241             International Sport Assoc.
3977            2014-08-02 00:00:00.000 70533.3379            Jackson Authority
3978            2014-08-02 00:00:00.000 18056.0426            Trey Research
3979            2014-08-02 00:00:00.000 6311.1799             Lakewood Bicycle
3984            2014-08-02 00:00:00.000 48485.6873            Mitchell Sports
3986            2014-08-03 00:00:00.000 580.972               Mountain Works
3987            2014-08-03 00:00:00.000 510.278               National Bike Association
3988            2014-08-03 00:00:00.000 532.4852              Norstan Bike Hut
3990            2014-08-03 00:00:00.000 23821.6729            Premier Sport, Inc.
3991            2014-08-03 00:00:00.000 525.628               Pro Sport Industries
3992            2014-08-03 00:00:00.000 45358.8135            Professional Athletic Consultants
